,AI.PA.Open,AI.PA.High,AI.PA.Low,AI.PA.Close,AI.PA.Volume,AI.PA.Adjusted
2014-07-17,87.661301,87.794098,86.775803,86.846603,820928,76.077614
2014-07-18,86.642998,87.271698,86.129402,87.174301,753396,76.36467
2014-07-21,86.9618,87.280502,86.687302,86.873199,566570,76.100899
2014-07-22,87.227402,88.0243,87.076897,87.873802,690416,76.977432
2014-07-23,87.448799,88.042,86.926399,87.085701,624595,76.287056
2014-07-24,87.0326,88.174896,86.4216,88.015503,576864,77.10157
2014-07-25,87.616997,87.749802,86.182503,86.439301,663000,75.72081
2014-07-28,86.775803,87.147697,86.111702,87.085701,668646,76.287056
2014-07-29,87.289398,88.484802,86.864403,87.962303,710454,77.054962
2014-07-30,88.183701,88.520203,87.174301,87.386803,664239,76.550819
2014-07-31,86.333099,86.589897,84.1371,84.1371,1830913,73.704079
2014-08-01,84.216797,84.261101,82.702698,82.888603,1343060,72.610397
2014-08-04,83.5793,83.605797,82.392799,82.507896,954839,72.276901
2014-08-05,83.101097,84.092796,82.791199,83.650101,851229,73.277466
2014-08-06,83.216202,83.871498,82.490196,83.756401,812470,73.370583
2014-08-07,84.048599,84.048599,82.3573,82.375,1127058,72.160484
2014-08-08,82.259903,82.454697,81.569298,82.454697,1005037,72.230301
2014-08-11,83.251701,83.685501,82.906303,83.517303,835912,73.16114
2014-08-12,83.331398,83.331398,82.738098,83.0037,849508,72.71122
2014-08-13,83.366798,84.385002,83.251701,84.261101,874065,73.812706
2014-08-14,83.676697,84.411598,83.304802,84.022003,699950,73.603264
2014-08-15,84.340797,85.226196,83.163101,83.340202,1159337,73.005997
2014-08-18,84.1194,84.925201,83.959999,84.2257,631473,73.781693
2014-08-19,84.402802,84.818901,84.110603,84.677299,474807,74.177299
2014-08-20,84.6064,84.7304,83.880302,84.482498,553949,74.006653
2014-08-21,84.650703,85.102303,84.376198,85.084602,589460,74.534096
2014-08-22,84.933998,85.066902,83.809502,84.252197,774926,73.804909
2014-08-25,85.226196,86.3508,85.164299,86.3508,710485,75.643288
2014-08-26,86.023201,87.183098,86.023201,87.068001,765889,76.271561
2014-08-27,86.731499,87.103401,86.3685,86.713799,593400,75.961266
2014-08-28,86.4216,86.607597,85.925797,86.102898,668920,75.426125
2014-08-29,86.333099,86.642998,85.128899,86.102898,817632,75.426125
2014-09-01,86.014297,86.279999,85.642403,85.970001,375415,75.3097
2014-09-02,86.058601,86.315399,85.447601,85.8284,565321,75.185661
2014-09-03,85.996597,87.200798,85.8461,86.678398,850100,75.930252
2014-09-04,86.333099,88.360802,86.094002,88.0243,1330320,77.109268
2014-09-05,87.661301,87.838402,86.8909,87.360199,738479,76.527512
2014-09-08,87.192001,87.395599,86.784698,87.289398,515383,76.4655
2014-09-09,87.0326,87.298203,86.598701,86.952904,506415,76.170723
2014-09-10,86.457001,86.837799,86.173698,86.288803,782473,75.588974
2014-09-11,86.430496,86.731499,85.447601,86.457001,875587,75.736313
2014-09-12,86.8909,87.121101,86.191399,86.669601,658183,75.922554
2014-09-15,86.448196,86.8909,86.111702,86.678398,500069,75.930252
2014-09-16,86.598701,86.634102,85.651299,85.8638,638124,75.216675
2014-09-17,85.970001,86.589897,85.713303,86.253403,670782,75.557961
2014-09-18,86.253403,87.705597,86.155998,87.705597,735031,76.830086
2014-09-19,88.103996,88.351997,87.324799,87.732101,1409276,76.853302
2014-09-22,87.457603,87.794098,86.952904,87.510803,633976,76.659454
2014-09-23,87.466499,87.475304,85.686699,85.792999,1009965,75.154655
2014-09-24,85.8815,86.9086,85.642403,86.758102,883630,76.000084
2014-09-25,87.209702,87.289398,84.579903,84.7481,1176667,74.239319
2014-09-26,84.686096,85.164299,84.287697,84.695,1051870,74.192802
2014-09-29,84.6064,84.996002,83.782898,84.349602,1034660,73.890236
2014-09-30,84.774696,85.854897,84.570999,85.509598,1128179,74.906387
2014-10-01,85.146599,85.536201,84.1017,84.429298,783383,73.960045
2014-10-02,84.128304,84.960602,82.684998,82.684998,1379016,72.432045
2014-10-03,83.287102,83.570396,82.844299,83.101097,1022567,72.796547
2014-10-06,83.809502,84.535599,83.411003,83.756401,957037,73.370583
2014-10-07,83.889198,84.615303,83.446503,83.588097,1717222,73.22316
2014-10-08,83.163101,83.411003,82.189102,82.569801,1282579,72.331131
2014-10-09,83.6147,84.048599,82.924004,83.375603,1315094,73.03701
2014-10-10,82.897499,83.083397,81.657799,81.657799,1513194,71.532211
2014-10-13,81.3302,81.728699,80.7369,81.3302,1206783,71.245239
2014-10-14,81.020302,82.348503,80.311897,82.189102,1304974,71.997643
2014-10-15,82.259903,82.817802,79.594704,79.594704,1901793,69.724937
2014-10-16,79.754097,80.488998,77.186203,79.408699,2582736,69.562012
2014-10-17,79.692101,81.595802,79.116501,81.462997,2015507,71.361572
2014-10-20,81.507301,81.631203,79.736397,80.267601,1337840,70.314407
2014-10-21,80.0728,82.242203,79.842598,82.171402,1394662,71.98214
2014-10-22,82.073997,82.348503,81.215103,81.764099,1389909,71.625328
2014-10-23,81.631203,83.110001,80.639503,83.0214,1143037,72.72673
2014-10-24,82.454697,82.791199,81.649002,82.047401,1222028,71.873505
2014-10-27,82.924004,83.110001,81.728699,82.791199,1185932,72.52507
2014-10-28,83.818398,84.208,83.313599,83.428703,1155890,73.083527
2014-10-29,83.836098,84.509003,83.446503,84.296501,1023058,73.843712
2014-10-30,83.278198,84.261101,82.286499,84.2257,1749013,73.781693
2014-10-31,85.040298,86.076302,84.889801,85.226196,1879023,74.658127
2014-11-03,85.004898,85.527298,84.269897,84.323097,948702,73.86702
2014-11-04,84.331902,85.146599,83.517303,83.623596,1013584,73.25425
2014-11-05,84.385002,85.642403,84.2257,85.385597,963507,74.79776
2014-11-06,85.128899,86.598701,84.7481,85.8284,1229056,75.185661
2014-11-07,86.049698,86.155998,84.411598,84.7127,1103401,74.208313
2014-11-10,84.836601,85.748703,84.721497,85.456497,767755,74.859871
2014-11-11,85.8461,86.642998,85.695503,86.182503,657614,75.49585
2014-11-12,85.987701,86.138298,85.226196,85.412201,786208,74.821068
2014-11-13,85.996597,86.554497,85.279404,86.040901,716763,75.371811
2014-11-14,86.359596,86.448196,85.332497,85.978897,722121,75.317497
2014-11-17,85.261703,86.315399,85.031403,86.235703,652158,75.54245
2014-11-18,86.226799,87.245102,86.067398,87.129997,796670,76.325859
2014-11-19,87.183098,87.5373,86.9086,87.209702,523020,76.395683
2014-11-20,86.9618,87.059196,86.085197,86.607597,710771,75.86824
2014-11-21,86.775803,89.166603,86.669601,88.679604,1687885,77.683311
2014-11-24,88.546799,89.432198,88.546799,89.033798,777419,77.993584
2014-11-25,88.679604,89.387901,88.591003,88.945198,757154,77.915977
2014-11-26,88.723801,89.432198,88.546799,88.856697,550266,77.838448
2014-11-27,88.768097,89.565002,88.723801,89.387901,473000,78.303787
2014-11-28,89.166603,89.609299,88.723801,89.609299,781458,78.497734
2014-12-01,88.900902,90.007797,88.768097,90.007797,678494,78.846817
2014-12-02,90.184898,90.893204,89.210899,89.520798,753250,78.420204
2014-12-03,89.210899,90.406197,89.166603,90.140602,618971,78.963142
2014-12-04,90.406197,90.981796,88.723801,88.945198,1007747,77.915977
2014-12-05,89.742104,90.583298,89.609299,90.583298,962845,79.350945
2014-12-08,89.919197,90.184898,89.255096,89.653603,605545,78.536537
2014-12-09,88.856697,89.830704,88.369698,88.369698,969312,77.411835
2014-12-10,88.812401,89.653603,88.192596,88.369698,636792,77.411835
2014-12-11,88.192596,88.502502,87.307098,87.634697,952160,76.767975
2014-12-12,87.262802,87.732101,85.722099,85.722099,1201617,75.092545
2014-12-15,85.536201,86.244499,83.623596,83.623596,1339274,73.25425
2014-12-16,83.986603,87.138901,82.3573,87.138901,3050295,76.333656
2014-12-17,86.377403,88.0597,85.633598,87.687897,2037727,76.814583
2014-12-18,89.078003,89.874901,88.591003,89.874901,1282843,78.730392
2014-12-19,90.4505,90.539001,88.546799,89.609299,1469510,78.497734
2014-12-22,90.317703,90.848999,90.007797,90.494797,578346,79.27343
2014-12-23,90.760399,91.734398,90.273399,91.734398,734031,80.359314
2014-12-24,90.317703,91.203102,89.565002,90.981796,163971,79.700027
2014-12-29,91.114601,91.5131,90.362,91.5131,535549,80.165459
2014-12-30,91.203102,91.468803,90.317703,90.317703,566076,79.118286
2014-12-31,90.229103,91.203102,90.052002,91.070297,133180,79.777557
2015-01-02,91.203102,91.955803,89.432198,89.7864,675936,78.65287
2015-01-05,89.432198,90.9375,86.873199,87.005997,1243252,76.217232
2015-01-06,86.811203,87.386803,85.908096,86.279999,1558980,75.581253
2015-01-07,86.952904,87.466499,86.067398,86.669601,849744,75.922554
2015-01-08,87.935799,90.627602,87.599297,90.317703,1129060,79.118286
2015-01-09,89.874901,90.229103,87.749802,88.290001,984710,77.342026
2015-01-12,88.812401,90.494797,88.591003,89.830704,720117,78.691673
2015-01-13,89.565002,91.247398,89.2994,90.716103,775589,79.467285
2015-01-14,89.210899,90.848999,88.900902,89.520798,851878,78.420204
2015-01-15,90.583298,91.645897,87.377899,91.468803,1386253,80.126656
2015-01-16,90.848999,92.354301,90.583298,92.221397,1209996,80.785919
2015-01-19,92.1772,93.372597,91.867302,92.885498,667857,81.367676
2015-01-20,92.619904,93.859596,92.5756,93.859596,937598,82.220978
2015-01-21,93.505402,94.080902,92.531403,94.080902,1322860,82.414848
2015-01-22,93.859596,95.984703,93.062599,95.719002,1424235,83.849823
2015-01-23,96.161797,97.401398,95.807602,97.2686,1512364,85.207275
2015-01-26,96.870102,99.039497,96.693001,99.039497,1061539,86.758583
2015-01-27,99.128098,99.747902,97.534203,98.286903,1016239,86.099312
2015-01-28,98.9953,99.128098,97.2686,97.888397,1179231,85.750221
2015-01-29,97.489998,99.3937,97.224297,99.3937,1109351,87.068863
2015-01-30,99.615097,99.792198,98.419701,99.172401,1189760,86.875008
2015-02-02,99.128098,100.146004,98.685402,100.146004,829435,87.727882
2015-02-03,100.500999,100.809998,99.305199,100.146004,1049240,87.727882
2015-02-04,99.880699,100.855003,99.4823,100.855003,804586,88.348969
2015-02-05,100.057999,100.899002,99.792198,100.899002,635019,88.387512
2015-02-06,100.765999,100.943001,99.128098,99.349503,944809,87.030144
2015-02-09,98.729599,99.659401,98.021202,99.3937,1011485,87.068863
2015-02-10,99.349503,100.943001,98.729599,100.588997,849883,88.115944
2015-02-11,100.057999,100.765999,99.792198,100.500999,579105,88.038857
2015-02-12,100.456001,103.200996,100.456001,102.537003,997111,89.822395
2015-02-13,102.980003,103.290001,102.316002,102.669998,860094,89.938896
2015-02-16,102.448997,102.935997,101.209,101.783997,653468,89.162758
2015-02-17,100.057999,101.43,99.172401,101.031998,1036264,88.504005
2015-02-18,101.829002,102.492996,101.296997,101.739998,810720,89.124214
2015-02-19,100.943001,102.581001,100.943001,102.271004,900121,89.589378
2015-02-20,102.226997,103.246002,101.652,102.581001,1724483,89.860931
2015-02-23,103.200996,103.422997,101.652,102.625999,941263,89.90036
2015-02-24,102.094002,103.555,102.050003,103.200996,985374,90.404045
2015-02-25,103.200996,103.599998,102.935997,103.377998,682742,90.559097
2015-02-26,103.555,104.086998,103.024002,104.086998,751432,91.180183
2015-02-27,103.643997,104.573997,103.422997,104.573997,879871,91.606804
2015-03-02,104.485001,104.794998,103.864998,104.264,743492,91.335243
2015-03-03,103.864998,105.015999,103.156998,103.334,635333,90.520554
2015-03-04,103.112999,104.397003,102.935997,104.351997,784912,91.412331
2015-03-05,104.175003,105.459,103.864998,105.237999,829947,92.188461
2015-03-06,104.042,105.325996,103.998001,105.015999,813489,91.993996
2015-03-09,104.175003,105.149002,103.820999,105.149002,741368,92.110504
2015-03-10,104.662003,105.060997,103.998001,104.086998,909658,91.180183
2015-03-11,104.707001,107.450996,104.573997,107.230003,1185390,93.933464
2015-03-12,106.610001,107.319,106.432999,106.875999,710452,93.623352
2015-03-13,106.698997,107.097,106.079002,106.832001,967472,93.584816
2015-03-16,106.832001,108.691002,106.832001,108.380997,949114,94.941727
2015-03-17,108.292999,109.400002,107.628998,108.292999,883337,94.864647
2015-03-18,108.115997,108.647003,107.450996,108.336998,785906,94.903198
2015-03-19,108.204002,109.089996,107.450996,107.584,1079608,94.243568
2015-03-20,107.450996,108.470001,107.406998,107.849998,1755418,94.476578
2015-03-23,108.115997,108.160004,106.610001,106.963997,775124,93.700432
2015-03-24,107.097,108.160004,106.832001,107.849998,806925,94.476578
2015-03-25,108.027,108.070999,106.566002,106.610001,738863,93.390327
2015-03-26,106.211998,106.476997,104.928001,106.035004,1260370,92.88665
2015-03-27,106.255997,106.832001,105.902,106.389,881705,93.196739
2015-03-30,107.009003,108.204002,107.009003,107.496002,957309,94.166481
2015-03-31,107.009003,108.204002,106.079002,106.079002,1231481,92.925186
2015-04-01,105.681,108.115997,105.371002,106.432999,913490,93.235283
2015-04-02,106.079002,106.522003,105.459,106.079002,678784,92.925186
2015-04-07,106.255997,108.248001,106.255997,107.406998,883426,94.088509
2015-04-08,107.185997,108.160004,106.522003,106.610001,715905,93.390327
2015-04-09,106.698997,108.425003,106.654999,108.425003,720807,94.980286
2015-04-10,108.647003,108.823997,107.983002,108.557999,799644,95.096786
2015-04-13,108.470001,108.779999,107.983002,108.248001,881517,94.825226
2015-04-14,108.070999,108.691002,107.274002,107.938004,871169,94.553665
2015-04-15,108.336998,109.044998,108.027,108.514,798124,95.058243
2015-04-16,108.070999,108.160004,106.919998,107.584,1024503,94.243568
2015-04-17,107.230003,108.027,105.813004,106.123001,1814094,92.96373
2015-04-20,106.255997,107.230003,106.167999,107.141998,1006020,93.856369
2015-04-21,107.540001,109.178001,107.540001,109.089996,1135301,95.56282
2015-04-22,109.577003,109.753998,107.628998,108.735001,867656,95.251831
2015-04-23,108.957001,109.222,106.566002,107.230003,1227766,93.933464
2015-04-24,106.167999,106.300003,104.838997,105.636002,1203896,92.537109
2015-04-27,105.724998,107.806,104.175003,107.450996,1144601,94.127052
2015-04-28,107.185997,107.185997,104.794998,105.636002,889760,92.537109
2015-04-29,105.768997,106.566002,102.713997,102.713997,1215311,89.97744
2015-04-30,102.537003,103.733002,101.607002,103.422997,1385309,90.598526
2015-05-04,104.397003,105.724998,103.555,105.015999,743113,91.993996
2015-05-05,104.707001,106.079002,102.759003,102.759003,936366,90.016861
2015-05-06,102.669998,104.220001,102.005997,103.377998,1002306,90.559097
2015-05-07,102.980003,103.334,101.474998,102.980003,1200960,90.210464
2015-05-08,103.910004,106.787003,103.599998,106.787003,1148494,93.545395
2015-05-11,106.698997,106.698997,105.149002,105.237999,843097,92.188461
2015-05-12,104.351997,104.573997,102.537003,103.733002,1074565,90.870087
2015-05-13,104.086998,105.459,102.980003,103.290001,831554,90.482025
2015-05-14,102.980003,105.015999,102.360001,104.794998,628515,91.8004
2015-05-15,105.281998,105.592003,103.422997,103.864998,857655,90.98571
2015-05-18,102.448997,102.935997,101.252998,102.713997,815988,92.242088
2015-05-19,103.156998,105.371002,103.156998,104.972,966015,94.269882
2015-05-20,104.884003,105.149002,104.130997,104.884003,587714,94.190857
2015-05-21,104.750999,105.237999,104.086998,105.105003,471895,94.38932
2015-05-22,105.281998,105.502998,104.662003,104.972,535823,94.269882
2015-05-25,105.502998,105.502998,104.220001,104.794998,84708,94.110916
2015-05-26,105.105003,105.724998,103.422997,103.733002,715442,93.157204
2015-05-27,104.307999,106.610001,104.130997,106.389,1032337,95.542412
2015-05-28,105.989998,106.787003,105.194,106.300003,630743,95.462494
2015-05-29,106.345001,106.654999,103.599998,103.864998,1353124,93.275742
2015-06-01,103.998001,104.884003,103.112999,103.998001,803887,93.395187
2015-06-02,104.528999,104.528999,102.094002,102.759003,983100,92.282501
2015-06-03,103.246002,104.884003,102.581001,103.777,753769,93.196709
2015-06-04,102.759003,103.733002,100.809998,102.669998,991431,92.202576
2015-06-05,101.695999,102.316002,100.855003,100.943001,959922,90.651642
2015-06-08,100.678001,101.075996,99.836502,99.925003,860428,89.737434
2015-06-09,99.880699,100.633003,98.862396,100.235001,1030041,90.015823
2015-06-10,99.880699,102.803001,99.260902,102.403999,1306539,91.963692
2015-06-11,102.713997,104.884003,102.226997,103.777,1382304,93.196709
2015-06-12,103.290001,103.555,100.633003,101.739998,1090343,91.367386
2015-06-15,100.191002,100.899002,99.570801,99.836502,1347880,89.657959
2015-06-16,99.216599,100.544998,98.419701,100.322998,1214028,90.094849
2015-06-17,100.678001,101.209,99.4823,100.057999,1172604,89.856873
2015-06-18,99.703598,100.722,98.3312,100.722,1090512,90.453178
2015-06-19,100.101997,101.873001,99.747902,100.278999,4082536,90.055336
2015-06-22,102.537003,105.105003,102.050003,105.060997,1674814,94.3498
2015-06-23,106.035004,106.345001,104.884003,105.945999,1021425,95.144577
2015-06-24,105.724998,106.035004,104.573997,105.592003,1021411,94.826675
2015-06-25,104.397003,106.610001,104.307999,105.858002,1058709,95.065552
2015-06-26,104.838997,107.053001,104.662003,106.211998,1103362,95.383453
2015-06-29,101.075996,104.175003,100.057999,102.448997,1974310,92.004105
2015-06-30,102.403999,103.156998,100.456001,100.456001,1658297,90.214294
2015-07-01,101.783997,103.864998,100.633003,102.492996,1436142,92.043617
2015-07-02,102.581001,102.980003,101.165001,101.209,792078,90.890518
2015-07-03,102.094002,102.094002,100.544998,101.031998,718710,90.731567
2015-07-06,99.260902,100.943001,98.950996,99.216599,1120366,89.10125
2015-07-07,99.4823,99.526604,96.6045,96.648804,1745694,86.79525
2015-07-08,96.693001,97.976997,96.560204,97.180099,1190897,87.272385
2015-07-09,97.976997,100.678001,97.711304,100.191002,1539658,89.976318
2015-07-10,102.713997,103.555,101.829002,103.246002,1420558,92.719849
2015-07-13,105.015999,105.547997,104.307999,105.194,1212841,94.469238
2015-07-14,105.194,105.371002,104.662003,105.237999,816401,94.508759
2015-07-15,105.281998,106.079002,105.060997,105.945999,664906,95.144577
2015-07-16,106.167999,107.362999,105.945999,106.742996,1074934,95.860321
2015-07-17,106.963997,107.406998,106.389,106.919998,916003,96.019272
2015-07-20,107.362999,108.248001,106.919998,107.141998,829995,96.218643
2015-07-21,107.450996,107.717003,106.211998,106.432999,841193,95.581924
2015-07-22,105.902,106.389,105.237999,105.325996,727224,94.587784
2015-07-23,105.813004,105.902,104.528999,104.884003,608815,94.190857
2015-07-24,104.485001,105.502998,103.910004,104.086998,682279,93.475105
2015-07-27,103.688004,103.777,101.563004,101.695999,922600,91.327873
2015-07-28,102.403999,103.377998,101.783997,102.935997,766764,92.441452
2015-07-29,103.246002,103.777,100.367996,102.271004,1562412,91.844261
2015-07-30,104.042,104.086998,102.803001,103.643997,745070,93.077271
2015-07-31,103.511002,104.972,103.334,104.972,869792,94.269882
2015-08-03,104.928001,106.167999,104.528999,106.035004,818032,95.224503
2015-08-04,105.768997,106.610001,105.281998,106.522003,586514,95.66185
2015-08-05,106.698997,108.027,106.566002,107.983002,991919,96.9739
2015-08-06,107.628998,108.425003,107.406998,107.672997,706248,96.695511
2015-08-07,107.496002,107.496002,106.566002,106.742996,774262,95.860321
2015-08-10,106.963997,107.938004,106.255997,107.893997,594143,96.893974
2015-08-11,107.849998,107.849998,104.662003,104.838997,1010702,94.150436
2015-08-12,104.042,104.175003,101.209,101.563004,1523971,91.208443
2015-08-13,103.246002,103.422997,102.271004,102.581001,671614,92.12265
2015-08-14,102.581001,103.422997,101.695999,102.316002,551033,91.884659
2015-08-17,103.112999,103.643997,101.031998,102.182999,680832,91.765221
2015-08-18,101.829002,102.360001,101.342003,101.873001,511493,91.486832
2015-08-19,101.252998,101.43,99.526604,99.526604,946325,89.379654
2015-08-20,99.305199,99.703598,97.445702,97.534203,1137482,87.590378
2015-08-21,96.737297,97.888397,94.745003,94.745003,1741385,85.085533
2015-08-24,91.955803,93.505402,87.068001,90.096298,3949596,80.910782
2015-08-25,92.354301,95.232002,91.557297,94.258003,2603089,84.648201
2015-08-26,92.974098,93.593903,91.291702,91.5131,2857612,82.183144
2015-08-27,94.080902,95.099197,93.416801,94.567902,1558995,84.926506
2015-08-28,94.9664,95.320602,93.8153,95.320602,901732,85.602463
2015-08-31,94.612198,95.010696,93.8153,94.612198,854441,84.966286
2015-09-01,92.841301,93.505402,91.557297,93.2397,1465273,83.733719
2015-09-02,93.416801,94.700798,92.974098,93.859596,1140830,84.290413
2015-09-03,94.745003,96.427399,94.346603,95.763298,1184965,86.000023
2015-09-04,94.9664,95.143501,92.354301,92.796997,1312408,83.336136
2015-09-07,93.8153,94.523697,93.151199,93.859596,562776,84.290413
2015-09-08,94.302299,95.4534,94.036697,94.346603,943088,84.72776
2015-09-09,96.781601,97.091499,95.409103,95.497704,1040761,85.761505
2015-09-10,94.612198,95.232002,93.593903,93.7267,919439,84.171059
2015-09-11,94.213699,94.258003,92.796997,92.885498,895047,83.415627
2015-09-14,93.195503,94.258003,92.354301,92.619904,954964,83.177109
2015-09-15,92.796997,93.903801,92.000099,93.283997,671120,83.773499
2015-09-16,93.992401,94.567902,93.7267,93.859596,809544,84.290413
2015-09-17,94.036697,94.213699,93.195503,93.461098,838726,83.932541
2015-09-18,92.974098,93.151199,90.317703,91.468803,2618768,82.143364
2015-09-21,91.5131,93.549599,91.5131,93.283997,775052,83.773499
2015-09-22,93.283997,93.372597,90.184898,90.362,1504877,81.149399
2015-09-23,90.804703,91.557297,90.229103,90.362,1040954,81.149399
2015-09-24,90.362,90.848999,88.227997,89.033798,1407209,79.956604
2015-09-25,90.273399,92.5756,89.963501,92.044296,1135424,82.660179
2015-09-28,91.867302,92.132896,89.653603,90.007797,888038,80.831306
2015-09-29,89.210899,91.601601,88.989502,91.203102,1422366,81.904747
2015-09-30,93.283997,93.948097,92.619904,93.549599,1297693,84.012009
2015-10-01,94.700798,94.922096,92.044296,92.531403,1548714,83.097626
2015-10-02,93.018402,94.523697,91.822998,93.549599,1052098,84.012009
2015-10-05,95.497704,96.648804,95.054901,96.250298,993383,86.43737
2015-10-06,96.294601,97.357101,95.541901,96.914398,779673,87.033768
2015-10-07,97.2686,97.976997,96.427399,96.737297,1010717,86.874725
2015-10-08,96.515999,97.047203,95.719002,96.870102,984157,86.993988
2015-10-09,97.976997,98.154099,97.2686,97.799896,876490,87.828979
2015-10-12,98.109802,98.154099,97.047203,97.534203,596073,87.590378
2015-10-13,96.958702,97.091499,95.320602,96.338898,871672,86.516945
2015-10-14,95.4534,95.984703,94.656502,95.010696,717983,85.324158
2015-10-15,96.073196,97.357101,95.364899,97.312897,847005,87.39164
2015-10-16,97.7556,98.154099,97.135803,97.711304,1033600,87.749428
2015-10-19,97.489998,98.508301,97.357101,97.799896,571907,87.828979
2015-10-20,97.401398,97.578499,95.896103,96.515999,856098,86.675987
2015-10-21,97.047203,97.445702,95.807602,97.091499,733262,87.192818
2015-10-22,96.914398,100.765999,96.6045,100.367996,1298397,90.135262
2015-10-23,101.342003,103.200996,100.987999,102.625999,1257072,92.163055
2015-10-26,102.050003,103.599998,101.739998,103.068001,957771,92.559998
2015-10-27,103.068001,104.662003,102.935997,103.820999,1377354,93.236221
2015-10-28,103.998001,105.547997,103.643997,104.972,945342,94.269882
2015-10-29,105.681,105.813004,103.864998,104.794998,846429,94.110916
2015-10-30,105.149002,105.371002,103.511002,104.397003,842522,93.753502
2015-11-02,103.511002,106.167999,103.422997,105.768997,1021523,94.985619
2015-11-03,105.902,106.832001,105.415001,106.832001,1054200,95.940247
2015-11-04,106.963997,108.027,106.522003,107.097,1037968,96.17823
2015-11-05,106.963997,107.983002,106.123001,107.628998,1031351,96.655983
2015-11-06,107.806,108.691002,106.566002,108.647003,1420150,97.570206
2015-11-09,108.336998,108.779999,107.319,107.450996,756566,96.49614
2015-11-10,108.070999,108.336998,106.832001,107.319,924359,96.377602
2015-11-11,107.893997,109.178001,107.849998,108.867996,750278,97.768669
2015-11-12,108.514,109.089996,106.787003,107.319,926799,96.377602
2015-11-13,107.274002,107.496002,104.972,105.945999,1127422,95.144577
2015-11-16,105.015999,106.963997,104.617996,106.787003,932748,95.899834
2015-11-17,107.406998,109.487999,107.274002,109.487999,939363,98.325462
2015-11-18,106.698997,107.450996,99.925003,101.386002,4168558,91.049477
2015-11-19,103.422997,103.599998,100.809998,101.783997,1693528,91.406891
2015-11-20,102.492996,103.555,101.165001,102.935997,1268830,92.441452
2015-11-23,102.890999,103.024002,102.094002,102.803001,869603,92.322014
2015-11-24,102.316002,102.492996,100.278999,101.075996,1143603,90.77108
2015-11-25,101.342003,103.467003,101.342003,102.980003,1032689,92.480972
2015-11-26,102.847,103.599998,102.094002,103.334,791297,92.798874
2015-11-27,102.713997,103.555,102.403999,102.713997,591122,92.242088
2015-11-30,101.829002,102.935997,100.678001,102.271004,1379317,91.844261
2015-12-01,100.235001,100.412003,96.737297,97.180099,2894757,87.272385
2015-12-02,97.091499,97.8442,95.409103,95.630501,1682912,85.880768
2015-12-03,95.630501,97.401398,92.265701,93.461098,2991354,83.932541
2015-12-04,93.771004,94.523697,92.6642,93.372597,2021079,83.853058
2015-12-07,94.3908,96.515999,94.036697,95.010696,1110316,85.324158
2015-12-08,94.700798,95.187798,93.283997,93.682503,1080326,84.131371
2015-12-09,94.435097,95.010696,92.752701,92.752701,1361869,83.296356
2015-12-10,92.752701,93.682503,92.1772,92.442802,1073083,83.018051
2015-12-11,92.487099,92.841301,90.627602,91.158897,1557780,81.865051
2015-12-14,91.203102,93.062599,90.362,90.362,1556508,81.149399
2015-12-15,91.158897,93.283997,90.9375,92.708504,1368033,83.256668
2015-12-16,92.708504,93.7267,92.1772,92.5756,1215771,83.137321
2015-12-17,94.567902,94.8778,93.8153,93.8153,1410543,84.250626
2015-12-18,92.974098,93.903801,92.1772,92.752701,2117226,83.296356
2015-12-21,92.6642,93.7267,90.052002,90.052002,1460724,80.871002
2015-12-22,90.981796,91.335999,89.742104,90.317703,1016592,81.109619
2015-12-23,91.645897,92.6642,91.4245,92.354301,988898,82.938583
2015-12-24,92.708504,92.796997,91.867302,92.0886,108893,82.699966
2015-12-28,92.398499,92.5756,91.734398,91.867302,389878,82.501236
2015-12-29,92.354301,93.549599,92.354301,93.505402,509357,83.972328
2015-12-30,93.2397,93.549599,92.796997,92.974098,464326,83.495193
2016-01-04,91.070297,91.158897,88.591003,89.2994,1535059,80.195129
2016-01-05,90.052002,90.140602,87.687897,88.768097,1628856,79.718002
2016-01-06,88.945198,88.945198,86.9086,87.528503,1576654,78.604774
2016-01-07,85.3591,86.616402,84.686096,85.509598,2155748,76.791702
2016-01-08,85.544998,86.324203,84.208,84.208,2199699,75.622818
2016-01-11,83.756401,84.818901,83.198502,83.198502,2059684,74.71624
2016-01-12,83.207397,86.218002,83.012604,85.544998,1806647,76.823502
2016-01-13,86.722702,87.351402,85.571602,85.952301,1371926,77.189278
2016-01-14,85.120003,85.544998,83.110001,84.898598,2142847,76.243004
2016-01-15,85.8461,86.182503,83.0037,83.526199,2961130,75.010529
2016-01-18,83.517303,84.420502,82.676102,82.808899,1313390,74.366356
2016-01-19,84.420502,84.517899,82.826599,82.941704,1380865,74.485619
2016-01-20,81.879204,82.321899,80.373901,81.9412,2214818,73.587112
2016-01-21,81.825996,83.871498,81.8172,83.101097,2183669,74.628761
2016-01-22,84.889801,86.412804,84.517899,85.3414,2400728,76.640663
2016-01-25,85.970001,86.262299,84.261101,84.6418,954261,76.012398
2016-01-26,83.171997,85.332497,82.915199,84.757004,1265027,76.115845
2016-01-27,84.057404,84.340797,82.994904,84.190201,1345310,75.606834
2016-01-28,83.924599,84.7127,82.994904,83.791801,1617239,75.249046
2016-01-29,85.031403,85.2174,83.0214,84.314201,1717356,75.718178
2016-02-01,84.854301,84.916298,83.287102,83.995499,1538665,75.431976
2016-02-02,83.667801,83.968903,82.436996,83.251701,1387412,74.764
